MIRNA_ID	MRNA_ID	LOCATION	PROBABILITY	PREDICT	LABEL
hsa-miR-98-5p	IL6R	175,204	0.9999997615814209	1	1
hsa-miR-98-5p	PGRMC1	1126,1155	0.9999997615814209	1	1
hsa-miR-98-5p	SOCS4	1821,1850	0.9999997615814209	1	1
hsa-miR-103a-3p	RUNX2	536,565	0.9999996423721313	1	1
hsa-miR-107	ARNT2	3259,3288	0.9999996423721313	1	1
hsa-miR-125a-5p	ZBTB7A	4015,4044	0.9999996423721313	1	1
hsa-miR-135a-5p	EGFR	1082,1111	0.9999996423721313	1	1
hsa-miR-135b-5p	BMPR2	735,764	0.9999996423721313	1	1
hsa-miR-151a-3p	NTRK3	217,246	0.9999996423721313	1	1
hsa-miR-15b-5p	BCL2	2728,2757	0.9999996423721313	1	1
hsa-miR-181a-5p	HIPK2	1866,1895	0.9999996423721313	1	1
hsa-miR-181b-5p	ELN	1162,1191	0.9999996423721313	1	1
hsa-miR-181b-5p	GATA6	653,682	0.9999996423721313	1	1
hsa-miR-181b-5p	GRIA2	2065,2094	0.9999996423721313	1	1
hsa-miR-181b-5p	HMGB1	2244,2273	0.9999996423721313	1	1
hsa-miR-181b-5p	KPNA4	1033,1062	0.9999996423721313	1	1
hsa-miR-181b-5p	MCL1	2224,2253	0.9999996423721313	1	1
hsa-miR-181b-5p	PDCD10	203,232	0.9999996423721313	1	1
hsa-miR-181b-5p	XIAP	1399,1428	0.9999996423721313	1	1
hsa-miR-181d-5p	MGMT	1007,1036	0.9999996423721313	1	1
hsa-miR-182-5p	FBXW7	543,572	0.9999996423721313	1	1
hsa-miR-186-5p	FOXO1	1551,1580	0.9999996423721313	1	1
hsa-miR-186-5p	P2RX7	2551,2580	0.9999996423721313	1	1
hsa-miR-186-5p	VEGFA	419,448	0.9999996423721313	1	1
hsa-miR-190a-5p	FOXP2	776,805	0.9999996423721313	1	1
hsa-miR-20b-3p	NCOA3	1268,1297	0.9999996423721313	1	1
hsa-miR-212-3p	SOX11	1278,1307	0.9999996423721313	1	1
hsa-miR-222-3p	PTEN	1439,1468	0.9999996423721313	1	1
hsa-miR-26b-5p	FHIT	1051,1080	0.9999996423721313	1	1
hsa-miR-26b-5p	NR2C2	360,389	0.9999996423721313	1	1
hsa-miR-29c-3p	COL3A1	220,249	0.9999996423721313	1	1
hsa-miR-29c-3p	ITGA6	1831,1860	0.9999996423721313	1	1
hsa-miR-29c-3p	TFAP2C	268,297	0.9999996423721313	1	1
hsa-miR-301a-3p	SNIP1	511,540	0.9999996423721313	1	1
hsa-miR-30a-5p	AVEN	272,301	0.9999996423721313	1	1
hsa-miR-30d-5p	ATG2B	4461,4490	0.9999996423721313	1	1
hsa-miR-32-5p	FBXW7	544,573	0.9999996423721313	1	1
hsa-miR-323a-3p	SMAD2	21007,21036	0.9999996423721313	1	1
hsa-miR-487a-3p	PIK3R1	3816,3845	0.9999996423721313	1	1
hsa-miR-497-5p	AMOTL1	827,856	0.9999996423721313	1	1
hsa-miR-497-5p	EIF4E3	1473,1502	0.9999996423721313	1	1
hsa-miR-582-5p	CASP9	290,319	0.9999996423721313	1	1
hsa-miR-92a-3p	MAPK8	3551,3580	0.9999996423721313	1	1
hsa-miR-98-5p	CBLB	3429,3458	0.9999996423721313	1	1
hsa-miR-98-5p	CTNND1	1735,1764	0.9999996423721313	1	1
hsa-miR-98-5p	IL10RB	696,725	0.9999996423721313	1	1
hsa-miR-103a-3p	ADAM10	8180,8209	0.9999995231628418	1	1
hsa-miR-103a-3p	DICER1	1729,1758	0.9999995231628418	1	1
hsa-miR-103a-3p	GPD1L	1180,1209	0.9999995231628418	1	1
hsa-miR-107	DICER1	1729,1758	0.9999995231628418	1	1
hsa-miR-107	FBXW7	2145,2174	0.9999995231628418	1	1
hsa-miR-107	FOXO1	2178,2207	0.9999995231628418	1	1
hsa-miR-107	HIF1A	581,610	0.9999995231628418	1	1
hsa-miR-130a-3p	PPARA	6965,6994	0.9999995231628418	1	1
hsa-miR-140-5p	SOX9	516,545	0.9999995231628418	1	1
hsa-miR-15b-5p	SMAD2	5957,5986	0.9999995231628418	1	1
hsa-miR-15b-5p	WEE1	257,286	0.9999995231628418	1	1
hsa-miR-181b-5p	ATM	2029,2058	0.9999995231628418	1	1
hsa-miR-181b-5p	IGF1R	1070,1099	0.9999995231628418	1	1
hsa-miR-181b-5p	PDCD4	928,957	0.9999995231628418	1	1
hsa-miR-181b-5p	PTEN	5356,5385	0.9999995231628418	1	1
hsa-miR-181b-5p	VSNL1	588,617	0.9999995231628418	1	1
hsa-miR-183-5p	SNAI2	417,446	0.9999995231628418	1	1
hsa-miR-186-5p	HIF1A	553,582	0.9999995231628418	1	1
hsa-miR-190a-5p	IGF1R	6830,6859	0.9999995231628418	1	1
hsa-miR-196b-5p	ETS2	1937,1966	0.9999995231628418	1	1
hsa-miR-196b-5p	FOSL2	3962,3991	0.9999995231628418	1	1
hsa-miR-196b-5p	MEIS1	1742,1771	0.9999995231628418	1	1
hsa-miR-196b-5p	RDX	951,980	0.9999995231628418	1	1
hsa-miR-19a-3p	BMPR2	181,210	0.9999995231628418	1	1
hsa-miR-224-5p	RAC1	1204,1233	0.9999995231628418	1	1
hsa-miR-26b-5p	CDK6	9745,9774	0.9999995231628418	1	1
hsa-miR-26b-5p	COX20	525,554	0.9999995231628418	1	1
hsa-miR-29c-3p	CDK6	288,317	0.9999995231628418	1	1
hsa-miR-301a-3p	BCL2L11	2033,2062	0.9999995231628418	1	1
hsa-miR-301a-3p	CDC14A	1445,1474	0.9999995231628418	1	1
hsa-miR-301a-3p	NKRF	194,223	0.9999995231628418	1	1
hsa-miR-301a-3p	RUNX3	2452,2481	0.9999995231628418	1	1
hsa-miR-301a-3p	SERPINE1	415,444	0.9999995231628418	1	1
hsa-miR-331-3p	DOHH	379,408	0.9999995231628418	1	1
hsa-miR-33a-5p	HADHB	52,81	0.9999995231628418	1	1
hsa-miR-340-5p	PUM1	342,371	0.9999995231628418	1	1
hsa-miR-340-5p	SKP2	1102,1131	0.9999995231628418	1	1
hsa-miR-340-5p	STAT3	2447,2476	0.9999995231628418	1	1
hsa-miR-34a-5p	CDK6	1066,1095	0.9999995231628418	1	1
hsa-miR-421	CDH13	4550,4579	0.9999995231628418	1	1
hsa-miR-497-5p	CCND3	592,621	0.9999995231628418	1	1
hsa-miR-497-5p	CDC25A	649,678	0.9999995231628418	1	1
hsa-miR-497-5p	MACC1	4192,4221	0.9999995231628418	1	1
hsa-miR-497-5p	MAP2K1	301,330	0.9999995231628418	1	1
hsa-miR-497-5p	SMURF1	2364,2393	0.9999995231628418	1	1
hsa-miR-501-5p	GSK3B	4522,4551	0.9999995231628418	1	1
hsa-miR-765	NTRK3	13724,13753	0.9999995231628418	1	1
hsa-miR-98-5p	SNX6	676,705	0.9999995231628418	1	1
hsa-miR-103a-3p	GPRC5A	712,741	0.9999994039535522	1	1
hsa-miR-103a-3p	MYCN	2152,2181	0.9999994039535522	1	1
hsa-miR-107	CDK6	287,316	0.9999994039535522	1	1
hsa-miR-135b-5p	MEF2C	4984,5013	0.9999994039535522	1	1
hsa-miR-144-3p	ZEB2	2146,2175	0.9999994039535522	1	1
hsa-miR-151a-3p	ZNF763	1328,1357	0.9999994039535522	1	1
hsa-miR-15b-5p	PURA	6393,6422	0.9999994039535522	1	1
hsa-miR-16-5p	CDS2	7012,7041	0.9999994039535522	1	1
hsa-miR-181b-5p	BCL2L11	3126,3155	0.9999994039535522	1	1
hsa-miR-181b-5p	LATS2	405,434	0.9999994039535522	1	1
hsa-miR-181b-5p	SIX2	223,252	0.9999994039535522	1	1
hsa-miR-195-5p	CCND1	2491,2520	0.9999994039535522	1	1
hsa-miR-195-5p	TAB3	2043,2072	0.9999994039535522	1	1
hsa-miR-19b-3p	BMPR2	181,210	0.9999994039535522	1	1
hsa-miR-19b-3p	PPP2R5E	483,512	0.9999994039535522	1	1
hsa-miR-23b-3p	HMGA2	2400,2429	0.9999994039535522	1	1
hsa-miR-26b-5p	PLOD2	1089,1118	0.9999994039535522	1	1
hsa-miR-29c-3p	NASP	267,296	0.9999994039535522	1	1
hsa-miR-29c-3p	SERPINH1	412,441	0.9999994039535522	1	1
hsa-miR-301b-3p	TP63	1860,1889	0.9999994039535522	1	1
hsa-miR-320c	IRF4	1857,1886	0.9999994039535522	1	1
hsa-miR-340-5p	MITF	1369,1398	0.9999994039535522	1	1
hsa-miR-34a-5p	AGTR1	544,573	0.9999994039535522	1	1
hsa-miR-372-3p	RHOC	245,274	0.9999994039535522	1	1
hsa-miR-374a-5p	CEBPB	140,169	0.9999994039535522	1	1
hsa-miR-424-5p	CCNF	1570,1599	0.9999994039535522	1	1
hsa-miR-454-3p	SMAD4	1823,1852	0.9999994039535522	1	1
hsa-miR-497-5p	DICER1	2583,2612	0.9999994039535522	1	1
hsa-miR-497-5p	RPS6KB1	679,708	0.9999994039535522	1	1
hsa-miR-497-5p	SSRP1	267,296	0.9999994039535522	1	1
hsa-miR-543	HMGA2	2407,2436	0.9999994039535522	1	1
hsa-miR-885-3p	BMPR1A	533,562	0.9999994039535522	1	1
hsa-miR-103a-3p	CDK6	287,316	0.9999992847442627	1	1
hsa-miR-107	NOTCH2	1630,1659	0.9999992847442627	1	1
hsa-miR-1297	HMGA2	255,284	0.9999992847442627	1	1
hsa-miR-135b-5p	LZTS1	415,444	0.9999992847442627	1	1
hsa-miR-144-3p	ETS1	842,871	0.9999992847442627	1	1
hsa-miR-15b-5p	CCND3	558,587	0.9999992847442627	1	1
hsa-miR-15b-5p	RAB1A	1111,1140	0.9999992847442627	1	1
hsa-miR-16-5p	OPRM1	9218,9247	0.9999992847442627	1	1
hsa-miR-181b-5p	KAT2B	340,369	0.9999992847442627	1	1
hsa-miR-181c-5p	BTBD3	1058,1087	0.9999992847442627	1	1
hsa-miR-183-5p	GSK3B	5376,5405	0.9999992847442627	1	1
hsa-miR-195-5p	BCL2	2728,2757	0.9999992847442627	1	1
hsa-miR-196b-5p	PIK3CG	1562,1591	0.9999992847442627	1	1
hsa-miR-199a-3p	MAPK8	2547,2576	0.9999992847442627	1	1
hsa-miR-199a-3p	MAPK9	1207,1236	0.9999992847442627	1	1
hsa-miR-19a-3p	SMAD4	1332,1361	0.9999992847442627	1	1
hsa-miR-19a-3p	VPS4B	1531,1560	0.9999992847442627	1	1
hsa-miR-19b-3p	PRKAA1	2570,2599	0.9999992847442627	1	1
hsa-miR-19b-3p	TGFBR2	243,272	0.9999992847442627	1	1
hsa-miR-200c-3p	ADAM12	2250,2279	0.9999992847442627	1	1
hsa-miR-218-5p	OTUD7B	3477,3506	0.9999992847442627	1	1
hsa-miR-218-5p	RUNX2	1483,1512	0.9999992847442627	1	1
hsa-miR-221-3p	ADAMTS6	2493,2522	0.9999992847442627	1	1
hsa-miR-26b-5p	ARL4C	1589,1618	0.9999992847442627	1	1
hsa-miR-26b-5p	SMAD1	81,110	0.9999992847442627	1	1
hsa-miR-29a-3p	TET3	3786,3815	0.9999992847442627	1	1
hsa-miR-29c-3p	FRAT2	439,468	0.9999992847442627	1	1
hsa-miR-29c-3p	LRP6	4760,4789	0.9999992847442627	1	1
hsa-miR-301a-3p	TIMP2	1931,1960	0.9999992847442627	1	1
hsa-miR-30b-5p	RASAL2	4515,4544	0.9999992847442627	1	1
hsa-miR-33a-5p	HIF1A	360,389	0.9999992847442627	1	1
hsa-miR-424-5p	SIAH1	450,479	0.9999992847442627	1	1
hsa-miR-449a	FLOT2	1157,1186	0.9999992847442627	1	1
hsa-miR-497-5p	IGF1R	2115,2144	0.9999992847442627	1	1
hsa-miR-93-3p	NEDD4L	2049,2078	0.9999992847442627	1	1
hsa-miR-940	DUSP16	2140,2169	0.9999992847442627	1	1
hsa-miR-98-5p	CASP3	295,324	0.9999992847442627	1	1
hsa-miR-98-5p	NRAS	905,934	0.9999992847442627	1	1
hsa-miR-101-3p	ZEB2	2141,2170	0.9999991655349731	1	1
hsa-miR-103a-3p	CREB1	6839,6868	0.9999991655349731	1	1
hsa-miR-103a-3p	CYP2C8	190,219	0.9999991655349731	1	1
hsa-miR-107	CYP2C8	190,219	0.9999991655349731	1	1
hsa-miR-107	PRKCE	2264,2293	0.9999991655349731	1	1
hsa-miR-1297	HMGA1	1295,1324	0.9999991655349731	1	1
hsa-miR-130b-3p	NR3C1	1943,1972	0.9999991655349731	1	1
hsa-miR-151a-3p	CCNE1	32,61	0.9999991655349731	1	1
hsa-miR-153-5p	TGFB2	41,70	0.9999991655349731	1	1
hsa-miR-15b-5p	PPM1D	2643,2672	0.9999991655349731	1	1
hsa-miR-16-5p	PURA	6393,6422	0.9999991655349731	1	1
hsa-miR-16-5p	SOX5	2168,2197	0.9999991655349731	1	1
hsa-miR-190a-5p	KCNQ5	355,384	0.9999991655349731	1	1
hsa-miR-195-5p	WEE1	257,286	0.9999991655349731	1	1
hsa-miR-196a-5p	NTN4	498,527	0.9999991655349731	1	1
hsa-miR-19a-3p	TGFBR2	243,272	0.9999991655349731	1	1
hsa-miR-19b-3p	HIPK3	139,168	0.9999991655349731	1	1
hsa-miR-23a-3p	CHUK	1208,1237	0.9999991655349731	1	1
hsa-miR-23a-3p	POU4F2	441,470	0.9999991655349731	1	1
hsa-miR-29b-3p	DNAJB11	208,237	0.9999991655349731	1	1
hsa-miR-29c-3p	COL15A1	189,218	0.9999991655349731	1	1
hsa-miR-29c-3p	COL21A1	594,623	0.9999991655349731	1	1
hsa-miR-29c-3p	ITGB1	874,903	0.9999991655349731	1	1
hsa-miR-29c-3p	KLF4	457,486	0.9999991655349731	1	1
hsa-miR-29c-3p	VEGFA	1454,1483	0.9999991655349731	1	1
hsa-miR-330-3p	PDCD4	76,105	0.9999991655349731	1	1
hsa-miR-33a-5p	CPT1A	2491,2520	0.9999991655349731	1	1
hsa-miR-340-5p	CCNG2	3668,3697	0.9999991655349731	1	1
hsa-miR-34a-5p	FLOT2	1157,1186	0.9999991655349731	1	1
hsa-miR-377-3p	TP53BP1	1316,1345	0.9999991655349731	1	1
hsa-miR-497-5p	CDK4	106,135	0.9999991655349731	1	1
hsa-miR-497-5p	WNT7A	1686,1715	0.9999991655349731	1	1
hsa-miR-502-3p	SETBP1	138,167	0.9999991655349731	1	1
hsa-miR-506-3p	SNAI2	417,446	0.9999991655349731	1	1
hsa-miR-9-3p	NOTCH2	1100,1129	0.9999991655349731	1	1
hsa-miR-98-5p	CCL5	66,95	0.9999991655349731	1	1
hsa-miR-98-5p	CHUK	534,563	0.9999991655349731	1	1
hsa-miR-98-5p	TUSC2	606,635	0.9999991655349731	1	1
hsa-miR-103a-3p	DVL1	799,828	0.9999990463256836	1	1
hsa-miR-107	BACE1	2157,2186	0.9999990463256836	1	1
hsa-miR-107	CLOCK	5626,5655	0.9999990463256836	1	1
hsa-miR-107	PLAG1	4593,4622	0.9999990463256836	1	1
hsa-miR-124-3p	SNAI2	417,446	0.9999990463256836	1	1
hsa-miR-130b-3p	PPARA	6965,6994	0.9999990463256836	1	1
hsa-miR-132-3p	SMAD2	5233,5262	0.9999990463256836	1	1
hsa-miR-140-5p	TGFBR1	482,511	0.9999990463256836	1	1
hsa-miR-142-5p	TGFBR2	734,763	0.9999990463256836	1	1
hsa-miR-143-3p	IGF1R	4892,4921	0.9999990463256836	1	1
hsa-miR-15b-5p	INSR	333,362	0.9999990463256836	1	1
hsa-miR-16-5p	SOX6	5105,5134	0.9999990463256836	1	1
hsa-miR-181a-5p	MTMR3	4657,4686	0.9999990463256836	1	1
hsa-miR-195-5p	BIRC5	176,205	0.9999990463256836	1	1
hsa-miR-197-3p	TUSC2	113,142	0.9999990463256836	1	1
hsa-miR-199a-3p	PAK4	2067,2096	0.9999990463256836	1	1
hsa-miR-199b-3p	PAK4	2067,2096	0.9999990463256836	1	1
hsa-miR-19a-3p	DPYSL2	1842,1871	0.9999990463256836	1	1
hsa-miR-19a-3p	PTEN	1199,1228	0.9999990463256836	1	1
hsa-miR-202-3p	MYCN	2177,2206	0.9999990463256836	1	1
hsa-miR-23a-3p	XIAP	6581,6610	0.9999990463256836	1	1
hsa-miR-23b-3p	CHUK	1208,1237	0.9999990463256836	1	1
hsa-miR-26b-5p	ABCA13	1728,1757	0.9999990463256836	1	1
hsa-miR-29a-3p	RNASEL	1427,1456	0.9999990463256836	1	1
hsa-miR-29b-3p	DNMT3B	1180,1209	0.9999990463256836	1	1
hsa-miR-301a-3p	UVRAG	2313,2342	0.9999990463256836	1	1
hsa-miR-301b-3p	BCL2L11	1453,1482	0.9999990463256836	1	1
hsa-miR-320c	SMARCC1	1853,1882	0.9999990463256836	1	1
hsa-miR-335-5p	PARP11	1288,1317	0.9999990463256836	1	1
hsa-miR-33b-5p	RORA	8112,8141	0.9999990463256836	1	1
hsa-miR-421	SMAD4	1828,1857	0.9999990463256836	1	1
hsa-miR-424-5p	PTCH1	324,353	0.9999990463256836	1	1
hsa-miR-497-5p	E2F3	2466,2495	0.9999990463256836	1	1
hsa-miR-497-5p	HDGFL3	7389,7418	0.9999990463256836	1	1
hsa-miR-497-5p	MTOR	660,689	0.9999990463256836	1	1
hsa-miR-503-5p	CDKN1A	28,57	0.9999990463256836	1	1
hsa-miR-744-5p	NKD1	14334,14363	0.9999990463256836	1	1
hsa-miR-940	ZNF248	1275,1304	0.9999990463256836	1	1
hsa-miR-98-5p	EDN1	652,681	0.9999990463256836	1	1
hsa-miR-98-5p	SLC31A1	2911,2940	0.9999990463256836	1	1
hsa-miR-1-3p	FOXP1	487,516	0.999998927116394	1	1
hsa-miR-107	CAV1	51,80	0.999998927116394	1	1
hsa-miR-107	LIN28A	636,665	0.999998927116394	1	1
hsa-miR-124-3p	RELA	161,190	0.999998927116394	1	1
hsa-miR-130a-3p	PTEN	2231,2260	0.999998927116394	1	1
hsa-miR-130a-3p	TGFBR2	244,273	0.999998927116394	1	1
hsa-miR-130b-3p	PPARGC1A	2004,2033	0.999998927116394	1	1
hsa-miR-135b-5p	KLF4	447,476	0.999998927116394	1	1
hsa-miR-135b-5p	SMAD5	2749,2778	0.999998927116394	1	1
hsa-miR-140-5p	ADAMTSL1	1380,1409	0.999998927116394	1	1
hsa-miR-144-3p	PLAG1	3198,3227	0.999998927116394	1	1
hsa-miR-18b-5p	IGF1R	3997,4026	0.999998927116394	1	1
